Bat Or Bowl,Ground,Opposition,Player,Start Date,team,4S,6S,Bat sum,Bb Bf,Bowl Sum,Econ,Inns,Mdns,Mins,Not Out,Overs,Runs,Runs Per Ball,Sr,Wicketball Prob,Wkts
bowl,Chennai,v India,A Zampa (AUS),08-10-2023,AUSTRALIA,,,0,48,53,6.62,2,0,,,8,53,1.104166667,,0,0
bowl,Chennai,v Afghanistan,Haris Rauf (PAK),23-10-2023,PAKISTAN,,,0,48,53,6.62,2,1,,,8,53,1.104166667,,0,0
bowl,Wankhede,v Australia,Noor Ahmad (AFG),07-11-2023,AFGHANISTAN,,,0,60,53,5.3,2,1,,,10,53,0.883333333,,0,0
bowl,Pune,v India,Shoriful Islam (BAN),19-10-2023,BANGLADESH,,,0,48,54,6.75,2,0,,,8,54,1.125,,0,0
bowl,Delhi,v Bangladesh,PVD Chameera (SL),06-11-2023,SRI LANKA,,,0,48,54,6.75,2,0,,,8,54,1.125,,0,0
bowl,Ahmedabad,v New Zealand,MA Wood (ENG),05-10-2023,ENGLAND,,,0,30,55,11,2,0,,,5,55,1.833333333,,0,0
bowl,Dharamsala,v England,Mehidy Hasan Miraz (BAN),10-10-2023,BANGLADESH,,,0,36,55,9.16,1,0,,,6,55,1.527777778,,0,0
bowl,Chennai,v Pakistan,Mujeeb Ur Rahman (AFG),23-10-2023,AFGHANISTAN,,,0,48,55,6.87,1,0,,,8,55,1.145833333,,0,0
bowl,Chennai,v Afghanistan,Usama Mir (PAK),23-10-2023,PAKISTAN,,,0,48,55,6.87,2,0,,,8,55,1.145833333,,0,0
bowl,Pune,v Afghanistan,M Theekshana (SL),30-10-2023,SRI LANKA,,,0,60,55,5.5,2,0,,,10,55,0.916666667,,0,0
bowl,Ahmedabad,v England,JDS Neesham (NZ),05-10-2023,NEW ZEALAND,,,0,42,56,8,1,0,,,7,56,1.333333333,,0,0
bowl,Chennai,v New Zealand,Taskin Ahmed (BAN),13-10-2023,BANGLADESH,,,0,48,56,7,2,0,,,8,56,1.166666667,,0,0
bowl,Chennai,v Pakistan,KA Maharaj (SA),27-10-2023,SOUTH AFRICA,,,0,54,56,6.22,1,0,,,9,56,1.037037037,,0,0
bowl,Dharamsala,v Australia,R Ravindra (NZ),28-10-2023,NEW ZEALAND,,,0,48,56,7,1,0,,,8,56,1.166666667,,0,0
bowl,Bengaluru,v Australia,Hasan Ali (PAK),20-10-2023,PAKISTAN,,,0,48,57,7.12,1,0,,,8,57,1.1875,,0,0
bowl,Lucknow,v Sri Lanka,LV van Beek (NED),21-10-2023,NETHERLAND,,,0,60,57,5.7,2,0,,,10,57,0.95,,0,0
bowl,Chennai,v New Zealand,Mehidy Hasan Miraz (BAN),13-10-2023,BANGLADESH,,,0,54,58,6.44,2,0,,,9,58,1.074074074,,0,0
bowl,Lucknow,v Netherlands,C Karunaratne (SL),21-10-2023,SRI LANKA,,,0,54,58,6.44,1,1,,,9,58,1.074074074,,0,0
bowl,Pune,v South Africa,MJ Santner (NZ),01-11-2023,NEW ZEALAND,,,0,60,58,5.8,1,0,,,10,58,0.966666667,,0,0
bowl,Bengaluru,v New Zealand,D Madushanka (SL),09-11-2023,SRI LANKA,,,0,38,58,9.15,2,0,,,6.2,58,1.526315789,,0,0
bowl,Ahmedabad,v New Zealand,MM Ali (ENG),05-10-2023,ENGLAND,,,0,56,60,6.42,2,0,,,9.2,60,1.071428571,,0,0
bowl,Pune,v India,Nasum Ahmed (BAN),19-10-2023,BANGLADESH,,,0,57,60,6.31,2,0,,,9.3,60,1.052631579,,0,0
bowl,Wankhede,v South Africa,DJ Willey (ENG),21-10-2023,ENGLAND,,,0,54,61,6.77,1,1,,,9,61,1.12962963,,0,0
bowl,Hyderabad,v Pakistan,DN Wellalage (SL),10-10-2023,SRI LANKA,,,0,60,62,6.2,2,0,,,10,62,1.033333333,,0,0
bowl,Delhi,v India,Mujeeb Ur Rahman (AFG),11-10-2023,AFGHANISTAN,,,0,48,64,8,2,0,,,8,64,1.333333333,,0,0
bowl,Delhi,v Australia,PA van Meekeren (NED),25-10-2023,NETHERLAND,,,0,60,64,6.4,1,0,,,10,64,1.066666667,,0,0
bowl,Wankhede,v India,CAK Rajitha (SL),02-11-2023,SRI LANKA,,,0,54,65,7.22,1,0,,,9,65,1.203703704,,0,0
bowl,Wankhede,v India,M Theekshana (SL),02-11-2023,SRI LANKA,,,0,60,67,6.7,1,0,,,10,67,1.116666667,,0,0
bowl,Dharamsala,v England,Mustafizur Rahman (BAN),10-10-2023,BANGLADESH,,,0,60,70,7,1,0,,,10,70,1.166666667,,0,0
bowl,Wankhede,v Australia,Mujeeb Ur Rahman (AFG),07-11-2023,AFGHANISTAN,,,0,53,72,8.15,2,1,,,8.5,72,1.358490566,,0,0
bowl,Delhi,v Afghanistan,Mohammed Siraj (IND),11-10-2023,INDIA,,,0,54,76,8.44,1,0,,,9,76,1.407407407,,0,0
bowl,Wankhede,v South Africa,MA Wood (ENG),21-10-2023,ENGLAND,,,0,42,76,10.85,1,0,,,7,76,1.80952381,,0,0
bowl,Wankhede,v South Africa,Mustafizur Rahman (BAN),24-10-2023,BANGLADESH,,,0,54,76,8.44,1,0,,,9,76,1.407407407,,0,0
bowl,Dharamsala,v New Zealand,MA Starc (AUS),28-10-2023,AUSTRALIA,,,0,54,89,9.88,2,0,,,9,89,1.648148148,,0,0
bowl,Bengaluru,v New Zealand,Shaheen Shah Afridi (PAK),04-11-2023,PAKISTAN,,,0,60,90,9,1,0,,,10,90,1.5,,0,0
bat,Wankhede,v Afghanistan,GJ Maxwell (AUS),07-11-2023,AUSTRALIA,21,10,201,128,0,,2,,181,1,,201,1.5703,157.03,0,
bat,Wankhede,v Bangladesh,Q de Kock (SA),24-10-2023,SOUTH AFRICA,15,7,174,140,0,,1,,192,0,,174,1.2428,124.28,0.007142857,
bat,Bengaluru,v Pakistan,DA Warner (AUS),20-10-2023,AUSTRALIA,14,9,163,124,0,,1,,180,0,,163,1.3145,131.45,0.008064516,
bat,Ahmedabad,v England,DP Conway (NZ),05-10-2023,NEW ZEALAND,19,3,152,121,0,,2,,147,1,,152,1.2561,125.61,0,
bat,Dharamsala,v Bangladesh,DJ Malan (ENG),10-10-2023,ENGLAND,16,5,140,107,0,,1,,106,0,,140,1.3084,130.84,0.009345794,
bat,Pune,v New Zealand,HE van der Dussen (SA),01-11-2023,SOUTH AFRICA,9,5,133,118,0,,1,,172,0,,133,1.1271,112.71,0.008474576,
bat,Hyderabad,v Sri Lanka,Mohammad Rizwan (PAK),10-10-2023,PAKISTAN,8,3,131,121,0,,2,,193,1,,131,1.0826,108.26,0,
bat,Delhi,v Afghanistan,R Sharma (IND),11-10-2023,INDIA,16,5,131,84,0,,2,,111,0,,131,1.5595,155.95,0.011904762,
bat,Dharamsala,v India,DJ Mitchell (NZ),22-10-2023,NEW ZEALAND,9,5,130,127,0,,1,,192,0,,130,1.0236,102.36,0.007874016,
bat,Wankhede,v Australia,Ibrahim Zadran (AFG),07-11-2023,AFGHANISTAN,8,3,129,143,0,,1,,217,1,,129,0.902,90.2,0,
bat,Bengaluru,v New Zealand,Fakhar Zaman (PAK),04-11-2023,PAKISTAN,8,11,126,81,0,,2,,103,1,,126,1.5555,155.55,0,
bat,Ahmedabad,v England,R Ravindra (NZ),05-10-2023,NEW ZEALAND,11,5,123,96,0,,2,,141,1,,123,1.2812,128.12,0,
bat,Hyderabad,v Pakistan,BKG Mendis (SL),10-10-2023,SRI LANKA,14,6,122,77,0,,1,,124,0,,122,1.5844,158.44,0.012987013,
bat,Bengaluru,v Pakistan,MR Marsh (AUS),20-10-2023,AUSTRALIA,10,9,121,108,0,,1,,139,0,,121,1.1203,112.03,0.009259259,
bat,Dharamsala,v Australia,R Ravindra (NZ),28-10-2023,NEW ZEALAND,9,5,116,89,0,,2,,137,0,,116,1.3033,130.33,0.011235955,
bat,Pune,v New Zealand,Q de Kock (SA),01-11-2023,SOUTH AFRICA,10,3,114,116,0,,1,,176,0,,114,0.9827,98.27,0.00862069,
bat,Hyderabad,v Sri Lanka,Abdullah Shafique (PAK),10-10-2023,PAKISTAN,10,3,113,103,0,,2,,150,0,,113,1.097,109.7,0.009708738,
bat,Wankhede,v South Africa,Mahmudullah (BAN),24-10-2023,BANGLADESH,11,4,111,111,0,,2,,150,0,,111,1,100,0.009009009,
bat,Lucknow,v Australia,Q de Kock (SA),12-10-2023,SOUTH AFRICA,8,5,109,106,0,,1,,147,0,,109,1.0283,102.83,0.009433962,
bat,Wankhede,v England,H Klaasen (SA),21-10-2023,SOUTH AFRICA,12,4,109,67,0,,1,,119,0,,109,1.6268,162.68,0.014925373,
bat,Dharamsala,v New Zealand,TM Head (AUS),28-10-2023,AUSTRALIA,10,7,109,67,0,,1,,94,0,,109,1.6268,162.68,0.014925373,
bat,Delhi,v Sri Lanka,HE van der Dussen (SA),07-10-2023,SOUTH AFRICA,13,2,108,110,0,,1,,161,0,,108,0.9818,98.18,0.009090909,
bat,Hyderabad,v Pakistan,S Samarawickrama (SL),10-10-2023,SRI LANKA,11,2,108,89,0,,1,,139,0,,108,1.2134,121.34,0.011235955,
bat,Bengaluru,v Pakistan,R Ravindra (NZ),04-11-2023,NEW ZEALAND,15,1,108,94,0,,1,,170,0,,108,1.1489,114.89,0.010638298,
bat,Delhi,v Bangladesh,KIC Asalanka (SL),06-11-2023,SRI LANKA,6,5,108,105,0,,1,,159,0,,108,1.0285,102.85,0.00952381,
bat,Pune,v Netherlands,BA Stokes (ENG),08-11-2023,ENGLAND,6,6,108,84,0,,1,,136,0,,108,1.2857,128.57,0.011904762,
bat,Delhi,v Sri Lanka,AK Markram (SA),07-10-2023,SOUTH AFRICA,14,3,106,54,0,,1,,84,0,,106,1.9629,196.29,0.018518519,
bat,Delhi,v Netherlands,GJ Maxwell (AUS),25-10-2023,AUSTRALIA,9,8,106,44,0,,1,,53,0,,106,2.409,240.9,0.022727273,
bat,Delhi,v Netherlands,DA Warner (AUS),25-10-2023,AUSTRALIA,11,3,104,93,0,,1,,182,0,,104,1.1182,111.82,0.010752688,
bat,Pune,v Bangladesh,V Kohli (IND),19-10-2023,INDIA,6,4,103,97,0,,2,,113,1,,103,1.0618,106.18,0,
bat,Eden Gardens,v South Africa,V Kohli (IND),05-11-2023,INDIA,10,0,101,121,0,,1,,195,1,,101,0.8347,83.47,0,
bat,Delhi,v Sri Lanka,Q de Kock (SA),07-10-2023,SOUTH AFRICA,12,3,100,84,0,,1,,140,0,,100,1.1904,119.04,0.011904762,
bat,Chennai,v Australia,KL Rahul (IND),08-10-2023,INDIA,8,2,97,115,0,,2,,180,1,,97,0.8434,84.34,0,
bat,Ahmedabad,v South Africa,Azmatullah Omarzai (AFG),10-11-2023,AFGHANISTAN,7,3,97,107,0,,1,,173,1,,97,0.9065,90.65,0,
bat,Dharamsala,v New Zealand,V Kohli (IND),22-10-2023,INDIA,8,2,95,104,0,,2,,154,0,,95,0.9134,91.34,0.009615385,
bat,Bengaluru,v Pakistan,KS Williamson (NZ),04-11-2023,NEW ZEALAND,10,2,95,79,0,,1,,111,0,,95,1.2025,120.25,0.012658228,
bat,Wankhede,v Sri Lanka,Shubman Gill (IND),02-11-2023,INDIA,11,2,92,92,0,,1,,136,0,,92,1,100,0.010869565,
bat,Lucknow,v Netherlands,S Samarawickrama (SL),21-10-2023,SRI LANKA,7,0,91,107,0,,2,,168,1,,91,0.8504,85.04,0,
bat,Chennai,v Pakistan,AK Markram (SA),27-10-2023,SOUTH AFRICA,7,3,91,93,0,,2,,151,0,,91,0.9784,97.84,0.010752688,
bat,Wankhede,v Bangladesh,H Klaasen (SA),24-10-2023,SOUTH AFRICA,2,8,90,49,0,,1,,94,0,,90,1.8367,183.67,0.020408163,
bat,Delhi,v Sri Lanka,Najmul Hossain Shanto (BAN),06-11-2023,BANGLADESH,12,0,90,101,0,,2,,163,0,,90,0.891,89.1,0.00990099,
bat,Chennai,v Bangladesh,DJ Mitchell (NZ),13-10-2023,NEW ZEALAND,6,4,89,67,0,,2,,103,1,,89,1.3283,132.83,0,
bat,Wankhede,v Sri Lanka,V Kohli (IND),02-11-2023,INDIA,11,0,88,94,0,,1,,139,0,,88,0.9361,93.61,0.010638298,
bat,Chennai,v Pakistan,Ibrahim Zadran (AFG),23-10-2023,AFGHANISTAN,10,0,87,113,0,,2,,146,0,,87,0.7699,76.99,0.008849558,
bat,Lucknow,v England,R Sharma (IND),29-10-2023,INDIA,10,3,87,101,0,,1,,162,0,,87,0.8613,86.13,0.00990099,
bat,Pune,v Netherlands,DJ Malan (ENG),08-11-2023,ENGLAND,10,2,87,74,0,,1,,92,0,,87,1.1756,117.56,0.013513514,
bat,Ahmedabad,v Pakistan,R Sharma (IND),14-10-2023,INDIA,6,6,86,63,0,,2,,91,0,,86,1.365,136.5,0.015873016,
bat,Chennai,v Australia,V Kohli (IND),08-10-2023,INDIA,6,0,85,116,0,,2,,171,0,,85,0.7327,73.27,0.00862069,
bat,Wankhede,v England,RR Hendricks (SA),21-10-2023,SOUTH AFRICA,9,3,85,75,0,,1,,111,0,,85,1.1333,113.33,0.013333333,
bat,Dharamsala,v Bangladesh,JE Root (ENG),10-10-2023,ENGLAND,8,1,82,68,0,,1,,107,0,,82,1.2058,120.58,0.014705882,
bat,Wankhede,v Sri Lanka,SS Iyer (IND),02-11-2023,INDIA,3,6,82,56,0,,1,,84,0,,82,1.4642,146.42,0.017857143,
bat,Delhi,v Sri Lanka,Shakib Al Hasan (BAN),06-11-2023,BANGLADESH,12,2,82,65,0,,2,,128,0,,82,1.2615,126.15,0.015384615,
bat,Dharamsala,v New Zealand,DA Warner (AUS),28-10-2023,AUSTRALIA,5,6,81,65,0,,1,,77,0,,81,1.2461,124.61,0.015384615,
bat,Eden Gardens,v Bangladesh,Fakhar Zaman (PAK),31-10-2023,PAKISTAN,3,7,81,74,0,,2,,126,0,,81,1.0945,109.45,0.013513514,
bat,Delhi,v India,Hashmatullah Shahidi (AFG),11-10-2023,AFGHANISTAN,8,1,80,88,0,,1,,128,0,,80,0.909,90.9,0.011363636,
bat,Delhi,v England,Rahmanullah Gurbaz (AFG),15-10-2023,AFGHANISTAN,8,4,80,57,0,,1,,87,0,,80,1.4035,140.35,0.01754386,
bat,Delhi,v South Africa,KIC Asalanka (SL),07-10-2023,SRI LANKA,8,4,79,65,0,,2,,83,0,,79,1.2153,121.53,0.015384615,
bat,Chennai,v Bangladesh,KS Williamson (NZ),13-10-2023,NEW ZEALAND,8,1,78,107,0,,2,,158,1,,78,0.7289,72.89,0,
bat,Dharamsala,v South Africa,SA Edwards (NED),17-10-2023,NETHERLAND,10,1,78,69,0,,1,,102,1,,78,1.1304,113.04,0,
bat,Lucknow,v Australia,MDKJ Perera (SL),16-10-2023,SRI LANKA,12,0,78,82,0,,1,,123,0,,78,0.9512,95.12,0.012195122,
bat,Chennai,v Pakistan,Rahmat Shah (AFG),23-10-2023,AFGHANISTAN,5,2,77,84,0,,2,,129,1,,77,0.9166,91.66,0,
bat,Bengaluru,v England,P Nissanka (SL),26-10-2023,SRI LANKA,7,2,77,83,0,,2,,110,1,,77,0.9277,92.77,0,
bat,Ahmedabad,v New Zealand,JE Root (ENG),05-10-2023,ENGLAND,4,1,77,86,0,,1,,140,0,,77,0.8953,89.53,0.011627907,
bat,Eden Gardens,v South Africa,SS Iyer (IND),05-11-2023,INDIA,7,2,77,87,0,,1,,101,0,,77,0.885,88.5,0.011494253,
bat,Ahmedabad,v Afghanistan,HE van der Dussen (SA),10-11-2023,SOUTH AFRICA,6,1,76,95,0,,2,,141,1,,76,0.8,80,0,
bat,Delhi,v South Africa,BKG Mendis (SL),07-10-2023,SRI LANKA,4,8,76,42,0,,2,,55,0,,76,1.8095,180.95,0.023809524,
bat,Dharamsala,v England,Litton Das (BAN),10-10-2023,BANGLADESH,7,2,76,66,0,,2,,99,0,,76,1.1515,115.15,0.015151515,
bat,Wankhede,v England,M Jansen (SA),21-10-2023,SOUTH AFRICA,3,6,75,42,0,,1,,72,1,,75,1.7857,178.57,0,
bat,Dharamsala,v India,R Ravindra (NZ),22-10-2023,NEW ZEALAND,6,1,75,87,0,,1,,133,0,,75,0.862,86.2,0.011494253,
bat,Chennai,v Afghanistan,Babar Azam (PAK),23-10-2023,PAKISTAN,4,1,74,92,0,,1,,121,0,,74,0.8043,80.43,0.010869565,
bat,Pune,v Sri Lanka,Azmatullah Omarzai (AFG),30-10-2023,AFGHANISTAN,6,3,73,63,0,,2,,80,1,,73,1.1587,115.87,0,
bat,Chennai,v Afghanistan,GD Phillips (NZ),18-10-2023,NEW ZEALAND,4,4,71,80,0,,1,,109,0,,71,0.8875,88.75,0.0125,
bat,Delhi,v Netherlands,SPD Smith (AUS),25-10-2023,AUSTRALIA,9,1,71,68,0,,1,,88,0,,71,1.0441,104.41,0.014705882,
bat,Ahmedabad,v England,M Labuschagne (AUS),04-11-2023,AUSTRALIA,7,0,71,83,0,,1,,111,0,,71,0.8554,85.54,0.012048193,
bat,Hyderabad,v Netherlands,WA Young (NZ),09-10-2023,NEW ZEALAND,7,2,70,80,0,,1,,106,0,,70,0.875,87.5,0.0125,
bat,Bengaluru,v Australia,Imam-ul-Haq (PAK),20-10-2023,PAKISTAN,10,0,70,71,0,,2,,107,0,,70,0.9859,98.59,0.014084507,
bat,Lucknow,v Sri Lanka,SA Engelbrecht (NED),21-10-2023,NETHERLAND,4,1,70,82,0,,1,,100,0,,70,0.8536,85.36,0.012195122,
bat,Hyderabad,v New Zealand,CN Ackermann (NED),09-10-2023,NETHERLAND,5,0,69,73,0,,2,,98,0,,69,0.9452,94.52,0.01369863,
bat,Hyderabad,v Netherlands,Mohammad Rizwan (PAK),06-10-2023,PAKISTAN,8,0,68,75,0,,1,,104,0,,68,0.9066,90.66,0.013333333,
bat,Hyderabad,v Netherlands,Saud Shakeel (PAK),06-10-2023,PAKISTAN,9,1,68,52,0,,1,,84,0,,68,1.3076,130.76,0.019230769,
bat,Delhi,v South Africa,MD Shanaka (SL),07-10-2023,SRI LANKA,6,3,68,62,0,,2,,86,0,,68,1.0967,109.67,0.016129032,
bat,Chennai,v Afghanistan,TWM Latham (NZ),18-10-2023,NEW ZEALAND,3,2,68,74,0,,1,,114,0,,68,0.9189,91.89,0.013513514,
bat,Eden Gardens,v Bangladesh,SA Edwards (NED),28-10-2023,NETHERLAND,6,0,68,89,0,,1,,122,0,,68,0.764,76.4,0.011235955,
bat,Eden Gardens,v Bangladesh,Abdullah Shafique (PAK),31-10-2023,PAKISTAN,9,2,68,69,0,,2,,94,0,,68,0.9855,98.55,0.014492754,
bat,Hyderabad,v Pakistan,BFW de Leede (NED),06-10-2023,NETHERLAND,6,2,67,68,0,,2,,92,0,,67,0.9852,98.52,0.014705882,
bat,Bengaluru,v New Zealand,Babar Azam (PAK),04-11-2023,PAKISTAN,6,2,66,63,0,,2,,93,1,,66,1.0476,104.76,0,
bat,Chennai,v New Zealand,Mushfiqur Rahim (BAN),13-10-2023,BANGLADESH,6,2,66,75,0,,1,,93,0,,66,0.88,88,0.013333333,
bat,Delhi,v Afghanistan,HC Brook (ENG),15-10-2023,ENGLAND,7,1,66,61,0,,2,,123,0,,66,1.0819,108.19,0.016393443,
bat,Pune,v India,Litton Das (BAN),19-10-2023,BANGLADESH,7,0,66,82,0,,1,,124,0,,66,0.8048,80.48,0.012195122,
bat,Bengaluru,v England,S Samarawickrama (SL),26-10-2023,SRI LANKA,7,1,65,54,0,,2,,84,1,,65,1.2037,120.37,0,
bat,Chennai,v Pakistan,Rahmanullah Gurbaz (AFG),23-10-2023,AFGHANISTAN,9,1,65,53,0,,2,,91,0,,65,1.2264,122.64,0.018867925,
bat,Bengaluru,v Australia,Abdullah Shafique (PAK),20-10-2023,PAKISTAN,7,2,64,61,0,,2,,93,0,,64,1.0491,104.91,0.016393443,
bat,Ahmedabad,v Australia,BA Stokes (ENG),04-11-2023,ENGLAND,2,3,64,90,0,,2,,128,0,,64,0.7111,71.11,0.011111111,
bat,Delhi,v India,Azmatullah Omarzai (AFG),11-10-2023,AFGHANISTAN,2,4,62,69,0,,1,,82,0,,62,0.8985,89.85,0.014492754,
bat,Delhi,v Netherlands,M Labuschagne (AUS),25-10-2023,AUSTRALIA,7,2,62,47,0,,1,,60,0,,62,1.3191,131.91,0.021276596,
bat,Pune,v Sri Lanka,Rahmat Shah (AFG),30-10-2023,AFGHANISTAN,7,0,62,74,0,,2,,121,0,,62,0.8378,83.78,0.013513514,
bat,Lucknow,v Australia,P Nissanka (SL),16-10-2023,SRI LANKA,8,0,61,67,0,,1,,103,0,,61,0.9104,91.04,0.014925373,
bat,Wankhede,v England,HE van der Dussen (SA),21-10-2023,SOUTH AFRICA,8,0,60,61,0,,1,,86,0,,60,0.9836,98.36,0.016393443,
bat,Wankhede,v Bangladesh,AK Markram (SA),24-10-2023,SOUTH AFRICA,7,0,60,69,0,,1,,84,0,,60,0.8695,86.95,0.014492754,
bat,Pune,v South Africa,GD Phillips (NZ),01-11-2023,NEW ZEALAND,4,4,60,50,0,,2,,87,0,,60,1.2,120,0.02,
bat,Dharamsala,v Afghanistan,Najmul Hossain Shanto (BAN),07-10-2023,BANGLADESH,3,1,59,83,0,,2,,112,1,,59,0.7108,71.08,0,
bat,Lucknow,v Sri Lanka,LV van Beek (NED),21-10-2023,NETHERLAND,1,1,59,75,0,,1,,108,0,,59,0.7866,78.66,0.013333333,
bat,Pune,v Sri Lanka,Hashmatullah Shahidi (AFG),30-10-2023,AFGHANISTAN,2,1,58,74,0,,2,,132,1,,58,0.7837,78.37,0,
bat,Delhi,v England,Ikram Alikhil (AFG),15-10-2023,AFGHANISTAN,3,2,58,66,0,,1,,92,0,,58,0.8787,87.87,0.015151515,
bat,Lucknow,v Sri Lanka,JP Inglis (AUS),16-10-2023,AUSTRALIA,5,1,58,59,0,,2,,75,0,,58,0.983,98.3,0.016949153,
bat,Chennai,v Afghanistan,Abdullah Shafique (PAK),23-10-2023,PAKISTAN,5,2,58,75,0,,1,,89,0,,58,0.7733,77.33,0.013333333,
bat,Dharamsala,v Australia,JDS Neesham (NZ),28-10-2023,NEW ZEALAND,3,3,58,39,0,,2,,64,0,,58,1.4871,148.71,0.025641026,
bat,Lucknow,v Afghanistan,SA Engelbrecht (NED),03-11-2023,NETHERLAND,6,0,58,86,0,,1,,85,0,,58,0.6744,67.44,0.011627907,
bat,Dharamsala,v Afghanistan,Mehidy Hasan Miraz (BAN),07-10-2023,BANGLADESH,5,0,57,73,0,,2,,89,0,,57,0.7808,78.08,0.01369863,
bat,Lucknow,v Netherlands,Hashmatullah Shahidi (AFG),03-11-2023,AFGHANISTAN,6,0,56,64,0,,2,,92,1,,56,0.875,87.5,0,
bat,Lucknow,v Australia,AK Markram (SA),12-10-2023,SOUTH AFRICA,7,1,56,44,0,,1,,61,0,,56,1.2727,127.27,0.022727273,
bat,Eden Gardens,v Pakistan,Mahmudullah (BAN),31-10-2023,BANGLADESH,6,1,56,70,0,,1,,108,0,,56,0.8,80,0.014285714,
bat,Delhi,v Afghanistan,V Kohli (IND),11-10-2023,INDIA,6,0,55,56,0,,2,,64,1,,55,0.9821,98.21,0,
bat,Chennai,v Afghanistan,WA Young (NZ),18-10-2023,NEW ZEALAND,4,3,54,64,0,,1,,98,0,,54,0.8437,84.37,0.015625,
bat,Lucknow,v Netherlands,P Nissanka (SL),21-10-2023,SRI LANKA,9,0,54,52,0,,2,,69,0,,54,1.0384,103.84,0.019230769,
bat,Dharamsala,v Australia,DJ Mitchell (NZ),28-10-2023,NEW ZEALAND,6,1,54,51,0,,2,,59,0,,54,1.0588,105.88,0.019607843,
bat,Ahmedabad,v Pakistan,SS Iyer (IND),14-10-2023,INDIA,3,2,53,62,0,,2,,80,1,,53,0.8548,85.48,0,
bat,Hyderabad,v Netherlands,TWM Latham (NZ),09-10-2023,NEW ZEALAND,6,1,53,46,0,,1,,72,0,,53,1.1521,115.21,0.02173913,
bat,Pune,v Bangladesh,Shubman Gill (IND),19-10-2023,INDIA,5,2,53,55,0,,2,,80,0,,53,0.9636,96.36,0.018181818,
bat,Pune,v New Zealand,DA Miller (SA),01-11-2023,SOUTH AFRICA,2,4,53,30,0,,1,,48,0,,53,1.7666,176.66,0.033333333,
bat,Hyderabad,v Pakistan,Vikramjit Singh (NED),06-10-2023,NETHERLAND,4,1,52,67,0,,2,,97,0,,52,0.7761,77.61,0.014925373,
bat,Dharamsala,v Bangladesh,JM Bairstow (ENG),10-10-2023,ENGLAND,8,0,52,59,0,,1,,80,0,,52,0.8813,88.13,0.016949153,
bat,Lucknow,v Sri Lanka,MR Marsh (AUS),16-10-2023,AUSTRALIA,9,0,52,51,0,,2,,67,0,,52,1.0196,101.96,0.019607843,
bat,Chennai,v South Africa,Saud Shakeel (PAK),27-10-2023,PAKISTAN,7,0,52,52,0,,1,,81,0,,52,1,100,0.019230769,
bat,Lucknow,v Netherlands,Rahmat Shah (AFG),03-11-2023,AFGHANISTAN,8,0,52,54,0,,2,,74,0,,52,0.9629,96.29,0.018518519,
bat,Hyderabad,v Netherlands,R Ravindra (NZ),09-10-2023,NEW ZEALAND,3,1,51,51,0,,1,,87,0,,51,1,100,0.019607843,
bat,Dharamsala,v England,Mushfiqur Rahim (BAN),10-10-2023,BANGLADESH,4,0,51,64,0,,2,,93,0,,51,0.7968,79.68,0.015625,
bat,Hyderabad,v Pakistan,P Nissanka (SL),10-10-2023,SRI LANKA,7,1,51,61,0,,1,,79,0,,51,0.836,83.6,0.016393443,
bat,Pune,v India,Tanzid Hasan (BAN),19-10-2023,BANGLADESH,5,3,51,43,0,,1,,75,0,,51,1.186,118.6,0.023255814,
bat,Pune,v Netherlands,CR Woakes (ENG),08-11-2023,ENGLAND,5,1,51,45,0,,1,,66,0,,51,1.1333,113.33,0.022222222,
bat,Bengaluru,v New Zealand,MDKJ Perera (SL),09-11-2023,SRI LANKA,9,2,51,28,0,,1,,46,0,,51,1.8214,182.14,0.035714286,
bat,Ahmedabad,v India,Babar Azam (PAK),14-10-2023,PAKISTAN,7,0,50,58,0,,1,,89,0,,50,0.862,86.2,0.017241379,
bat,Chennai,v South Africa,Babar Azam (PAK),27-10-2023,PAKISTAN,4,1,50,65,0,,1,,100,0,,50,0.7692,76.92,0.015384615,
bat,Ahmedabad,v Australia,DJ Malan (ENG),04-11-2023,ENGLAND,4,1,50,64,0,,2,,99,0,,50,0.7812,78.12,0.015625,
bat,Ahmedabad,v India,Mohammad Rizwan (PAK),14-10-2023,PAKISTAN,7,0,49,69,0,,1,,89,0,,49,0.7101,71.01,0.014492754,
bat,Lucknow,v England,SA Yadav (IND),29-10-2023,INDIA,4,1,49,47,0,,1,,75,0,,49,1.0425,104.25,0.021276596,
bat,Chennai,v Pakistan,Hashmatullah Shahidi (AFG),23-10-2023,AFGHANISTAN,4,0,48,45,0,,2,,74,1,,48,1.0666,106.66,0,
bat,Hyderabad,v Netherlands,DJ Mitchell (NZ),09-10-2023,NEW ZEALAND,5,2,48,47,0,,1,,67,0,,48,1.0212,102.12,0.021276596,
bat,Pune,v Bangladesh,R Sharma (IND),19-10-2023,INDIA,7,2,48,40,0,,2,,51,0,,48,1.2,120,0.025,
bat,Dharamsala,v Bangladesh,Rahmanullah Gurbaz (AFG),07-10-2023,AFGHANISTAN,4,1,47,62,0,,1,,112,0,,47,0.758,75.8,0.016129032,
bat,Delhi,v Afghanistan,Ishan Kishan (IND),11-10-2023,INDIA,5,2,47,47,0,,2,,78,0,,47,1,100,0.021276596,
bat,Ahmedabad,v England,C Green (AUS),04-11-2023,AUSTRALIA,5,0,47,52,0,,1,,81,0,,47,0.9038,90.38,0.019230769,
