Bat Or Bowl,Ground,Opposition,Player,Start Date,team,4S,6S,Bat sum,Bb Bf,Bowl Sum,Econ,Inns,Mdns,Mins,Not Out,Overs,Runs,Runs Per Ball,Sr,Wicketball Prob,Wkts
bowl,Ahmedabad,v Australia,AU Rashid (ENG),04-11-2023,ENGLAND,,,0,60,38,3.8,1,0,,,10,38,0.633333333,,0.033333333,2
bowl,Hyderabad,v Pakistan,CN Ackermann (NED),06-10-2023,NETHERLAND,,,0,48,39,4.87,1,1,,,8,39,0.8125,,0.041666667,2
bowl,Wankhede,v Bangladesh,M Jansen (SA),24-10-2023,SOUTH AFRICA,,,0,48,39,4.87,2,0,,,8,39,0.8125,,0.041666667,2
bowl,Wankhede,v Afghanistan,JR Hazlewood (AUS),07-11-2023,AUSTRALIA,,,0,54,39,4.33,1,0,,,9,39,0.722222222,,0.037037037,2
bowl,Dharamsala,v South Africa,PA van Meekeren (NED),17-10-2023,NETHERLAND,,,0,54,40,4.44,2,0,,,9,40,0.740740741,,0.037037037,2
bowl,Bengaluru,v Pakistan,MP Stoinis (AUS),20-10-2023,AUSTRALIA,,,0,30,40,8,2,0,,,5,40,1.333333333,,0.066666667,2
bowl,Eden Gardens,v Netherlands,Mahedi Hasan (BAN),28-10-2023,BANGLADESH,,,0,42,40,5.71,1,0,,,7,40,0.952380952,,0.047619048,2
bowl,Pune,v Bangladesh,JJ Bumrah (IND),19-10-2023,INDIA,,,0,60,41,4.1,1,1,,,10,41,0.683333333,,0.033333333,2
bowl,Pune,v New Zealand,G Coetzee (SA),01-11-2023,SOUTH AFRICA,,,0,39,41,6.3,2,0,,,6.3,41,1.051282051,,0.051282051,2
bowl,Chennai,v Australia,Kuldeep Yadav (IND),08-10-2023,INDIA,,,0,60,42,4.2,1,0,,,10,42,0.7,,0.033333333,2
bowl,Wankhede,v Bangladesh,K Rabada (SA),24-10-2023,SOUTH AFRICA,,,0,60,42,4.2,2,1,,,10,42,0.7,,0.033333333,2
bowl,Chennai,v Pakistan,G Coetzee (SA),27-10-2023,SOUTH AFRICA,,,0,42,42,6,1,0,,,7,42,1,,0.047619048,2
bowl,Delhi,v Afghanistan,HH Pandya (IND),11-10-2023,INDIA,,,0,42,43,6.14,1,0,,,7,43,1.023809524,,0.047619048,2
bowl,Lucknow,v Sri Lanka,MA Starc (AUS),16-10-2023,AUSTRALIA,,,0,60,43,4.3,1,0,,,10,43,0.716666667,,0.033333333,2
bowl,Eden Gardens,v Netherlands,Taskin Ahmed (BAN),28-10-2023,BANGLADESH,,,0,54,43,4.77,1,1,,,9,43,0.796296296,,0.037037037,2
bowl,Delhi,v Bangladesh,M Theekshana (SL),06-11-2023,SRI LANKA,,,0,54,44,4.88,2,0,,,9,44,0.814814815,,0.037037037,2
bowl,Wankhede,v Australia,Rashid Khan (AFG),07-11-2023,AFGHANISTAN,,,0,60,44,4.4,2,0,,,10,44,0.733333333,,0.033333333,2
bowl,Chennai,v Bangladesh,TA Boult (NZ),13-10-2023,NEW ZEALAND,,,0,60,45,4.5,1,0,,,10,45,0.75,,0.033333333,2
bowl,Chennai,v South Africa,Usama Mir (PAK),27-10-2023,PAKISTAN,,,0,48,45,5.62,2,0,,,8,45,0.9375,,0.041666667,2
bowl,Pune,v India,Mehidy Hasan Miraz (BAN),19-10-2023,BANGLADESH,,,0,60,47,4.7,2,0,,,10,47,0.783333333,,0.033333333,2
bowl,Wankhede,v Australia,Naveen-ul-Haq (AFG),07-11-2023,AFGHANISTAN,,,0,54,47,5.22,2,0,,,9,47,0.87037037,,0.037037037,2
bowl,Chennai,v New Zealand,Naveen-ul-Haq (AFG),18-10-2023,AFGHANISTAN,,,0,48,48,6,1,0,,,8,48,1,,0.041666667,2
bowl,Pune,v Afghanistan,D Madushanka (SL),30-10-2023,SRI LANKA,,,0,54,48,5.33,2,0,,,9,48,0.888888889,,0.037037037,2
bowl,Dharamsala,v Bangladesh,CR Woakes (ENG),10-10-2023,ENGLAND,,,0,48,49,6.12,2,0,,,8,49,1.020833333,,0.041666667,2
bowl,Ahmedabad,v England,JR Hazlewood (AUS),04-11-2023,AUSTRALIA,,,0,55,49,5.34,2,1,,,9.1,49,0.890909091,,0.036363636,2
bowl,Ahmedabad,v England,PJ Cummins (AUS),04-11-2023,AUSTRALIA,,,0,60,49,4.9,2,1,,,10,49,0.816666667,,0.033333333,2
bowl,Delhi,v Sri Lanka,K Rabada (SA),07-10-2023,SOUTH AFRICA,,,0,47,50,6.38,2,0,,,7.5,50,1.063829787,,0.042553191,2
bowl,Ahmedabad,v Pakistan,Mohammed Siraj (IND),14-10-2023,INDIA,,,0,48,50,6.25,1,0,,,8,50,1.041666667,,0.041666667,2
bowl,Delhi,v Afghanistan,MA Wood (ENG),15-10-2023,ENGLAND,,,0,54,50,5.55,1,0,,,9,50,0.925925926,,0.037037037,2
bowl,Chennai,v South Africa,Mohammad Wasim (1) (PAK),27-10-2023,PAKISTAN,,,0,60,50,5,2,1,,,10,50,0.833333333,,0.033333333,2
bowl,Eden Gardens,v Netherlands,Shoriful Islam (BAN),28-10-2023,BANGLADESH,,,0,60,51,5.1,1,0,,,10,51,0.85,,0.033333333,2
bowl,Delhi,v Sri Lanka,Shoriful Islam (BAN),06-11-2023,BANGLADESH,,,0,57,51,5.36,1,0,,,9.3,51,0.894736842,,0.035087719,2
bowl,Chennai,v Pakistan,Naveen-ul-Haq (AFG),23-10-2023,AFGHANISTAN,,,0,42,52,7.42,1,0,,,7,52,1.238095238,,0.047619048,2
bowl,Wankhede,v Australia,Azmatullah Omarzai (AFG),07-11-2023,AFGHANISTAN,,,0,42,52,7.42,2,1,,,7,52,1.238095238,,0.047619048,2
bowl,Lucknow,v South Africa,MA Starc (AUS),12-10-2023,AUSTRALIA,,,0,54,53,5.88,1,1,,,9,53,0.981481481,,0.037037037,2
bowl,Lucknow,v Australia,M Jansen (SA),12-10-2023,SOUTH AFRICA,,,0,42,54,7.71,2,0,,,7,54,1.285714286,,0.047619048,2
bowl,Hyderabad,v New Zealand,RE van der Merwe (NED),09-10-2023,NETHERLAND,,,0,54,56,6.22,1,0,,,9,56,1.037037037,,0.037037037,2
bowl,Dharamsala,v Netherlands,K Rabada (SA),17-10-2023,SOUTH AFRICA,,,0,54,56,6.22,1,1,,,9,56,1.037037037,,0.037037037,2
bowl,Chennai,v New Zealand,Azmatullah Omarzai (AFG),18-10-2023,AFGHANISTAN,,,0,42,56,8,1,0,,,7,56,1.333333333,,0.047619048,2
bowl,Wankhede,v Bangladesh,LB Williams (SA),24-10-2023,SOUTH AFRICA,,,0,52,56,6.46,2,1,,,8.4,56,1.076923077,,0.038461538,2
bowl,Delhi,v India,Rashid Khan (AFG),11-10-2023,AFGHANISTAN,,,0,48,57,7.12,2,0,,,8,57,1.1875,,0.041666667,2
bowl,Dharamsala,v Netherlands,L Ngidi (SA),17-10-2023,SOUTH AFRICA,,,0,54,57,6.33,1,1,,,9,57,1.055555556,,0.037037037,2
bowl,Delhi,v Sri Lanka,Shakib Al Hasan (BAN),06-11-2023,BANGLADESH,,,0,60,57,5.7,1,0,,,10,57,0.95,,0.033333333,2
bowl,Chennai,v Bangladesh,MJ Henry (NZ),13-10-2023,NEW ZEALAND,,,0,60,58,5.8,1,0,,,10,58,0.966666667,,0.033333333,2
bowl,Hyderabad,v New Zealand,PA van Meekeren (NED),09-10-2023,NETHERLAND,,,0,54,59,6.55,1,0,,,9,59,1.092592593,,0.037037037,2
bowl,Hyderabad,v Pakistan,D Madushanka (SL),10-10-2023,SRI LANKA,,,0,56,60,6.42,2,0,,,9.2,60,1.071428571,,0.035714286,2
bowl,Pune,v Bangladesh,Mohammed Siraj (IND),19-10-2023,INDIA,,,0,60,60,6,1,0,,,10,60,1,,0.033333333,2
bowl,Wankhede,v South Africa,AAP Atkinson (ENG),21-10-2023,ENGLAND,,,0,54,60,6.66,1,0,,,9,60,1.111111111,,0.037037037,2
bowl,Wankhede,v South Africa,AU Rashid (ENG),21-10-2023,ENGLAND,,,0,60,61,6.1,1,0,,,10,61,1.016666667,,0.033333333,2
bowl,Delhi,v Sri Lanka,KA Maharaj (SA),07-10-2023,SOUTH AFRICA,,,0,60,62,6.2,2,0,,,10,62,1.033333333,,0.033333333,2
bowl,Hyderabad,v New Zealand,A Dutt (NED),09-10-2023,NETHERLAND,,,0,60,62,6.2,1,2,,,10,62,1.033333333,,0.033333333,2
bowl,Bengaluru,v Pakistan,PJ Cummins (AUS),20-10-2023,AUSTRALIA,,,0,45,62,8.26,2,0,,,7.3,62,1.377777778,,0.044444444,2
bowl,Chennai,v South Africa,Haris Rauf (PAK),27-10-2023,PAKISTAN,,,0,60,62,6.2,2,0,,,10,62,1.033333333,,0.033333333,2
bowl,Dharamsala,v India,LH Ferguson (NZ),22-10-2023,NEW ZEALAND,,,0,48,63,7.87,2,0,,,8,63,1.3125,,0.041666667,2
bowl,Hyderabad,v Sri Lanka,Haris Rauf (PAK),10-10-2023,PAKISTAN,,,0,60,64,6.4,1,0,,,10,64,1.066666667,,0.033333333,2
bowl,Dharamsala,v New Zealand,PJ Cummins (AUS),28-10-2023,AUSTRALIA,,,0,60,66,6.6,2,0,,,10,66,1.1,,0.033333333,2
bowl,Ahmedabad,v England,MA Starc (AUS),04-11-2023,AUSTRALIA,,,0,60,66,6.6,2,0,,,10,66,1.1,,0.033333333,2
bowl,Wankhede,v South Africa,Hasan Mahmud (BAN),24-10-2023,BANGLADESH,,,0,36,67,11.16,1,0,,,6,67,1.861111111,,0.055555556,2
bowl,Pune,v England,A Dutt (NED),08-11-2023,NETHERLAND,,,0,60,67,6.7,1,0,,,10,67,1.116666667,,0.033333333,2
bowl,Ahmedabad,v Afghanistan,L Ngidi (SA),10-11-2023,SOUTH AFRICA,,,0,51,69,8.11,1,0,,,8.3,69,1.352941176,,0.039215686,2
bowl,Dharamsala,v New Zealand,JR Hazlewood (AUS),28-10-2023,AUSTRALIA,,,0,54,70,7.77,2,0,,,9,70,1.296296296,,0.037037037,2
bowl,Ahmedabad,v Australia,MA Wood (ENG),04-11-2023,ENGLAND,,,0,60,70,7,1,0,,,10,70,1.166666667,,0.033333333,2
bowl,Dharamsala,v New Zealand,Kuldeep Yadav (IND),22-10-2023,INDIA,,,0,60,73,7.3,1,0,,,10,73,1.216666667,,0.033333333,2
bowl,Pune,v South Africa,TG Southee (NZ),01-11-2023,NEW ZEALAND,,,0,60,77,7.7,1,0,,,10,77,1.283333333,,0.033333333,2
bowl,Dharamsala,v Australia,MJ Santner (NZ),28-10-2023,NEW ZEALAND,,,0,60,80,8,1,0,,,10,80,1.333333333,,0.033333333,2
bowl,Delhi,v South Africa,D Madushanka (SL),07-10-2023,SRI LANKA,,,0,60,86,8.6,1,0,,,10,86,1.433333333,,0.033333333,2
bowl,Pune,v England,LV van Beek (NED),08-11-2023,NETHERLAND,,,0,60,88,8.8,1,0,,,10,88,1.466666667,,0.033333333,2
bowl,Delhi,v Sri Lanka,M Jansen (SA),07-10-2023,SOUTH AFRICA,,,0,60,92,9.2,2,0,,,10,92,1.533333333,,0.033333333,2
bowl,Delhi,v Australia,BFW de Leede (NED),25-10-2023,NETHERLAND,,,0,60,115,11.5,1,0,,,10,115,1.916666667,,0.033333333,2
bowl,Wankhede,v Sri Lanka,RA Jadeja (IND),02-11-2023,INDIA,,,0,4,4,6,2,0,,,0.4,4,1,,0.25,1
bowl,Wankhede,v Sri Lanka,JJ Bumrah (IND),02-11-2023,INDIA,,,0,30,8,1.6,2,1,,,5,8,0.266666667,,0.033333333,1
bowl,Dharamsala,v Bangladesh,Azmatullah Omarzai (AFG),07-10-2023,AFGHANISTAN,,,0,12,9,4.5,2,0,,,2,9,0.75,,0.083333333,1
bowl,Eden Gardens,v South Africa,Mohammed Siraj (IND),05-11-2023,INDIA,,,0,24,11,2.75,2,1,,,4,11,0.458333333,,0.041666667,1
bowl,Dharamsala,v Bangladesh,LS Livingstone (ENG),10-10-2023,ENGLAND,,,0,18,13,4.33,2,0,,,3,13,0.722222222,,0.055555556,1
bowl,Chennai,v Bangladesh,GD Phillips (NZ),13-10-2023,NEW ZEALAND,,,0,12,13,6.5,1,0,,,2,13,1.083333333,,0.083333333,1
bowl,Delhi,v Netherlands,PJ Cummins (AUS),25-10-2023,AUSTRALIA,,,0,24,14,3.5,2,0,,,4,14,0.583333333,,0.041666667,1
bowl,Hyderabad,v Netherlands,Iftikhar Ahmed (PAK),06-10-2023,PAKISTAN,,,0,18,16,5.33,2,0,,,3,16,0.888888889,,0.055555556,1
bowl,Dharamsala,v South Africa,CN Ackermann (NED),17-10-2023,NETHERLAND,,,0,18,16,5.33,2,0,,,3,16,0.888888889,,0.055555556,1
bowl,Chennai,v Afghanistan,MJ Henry (NZ),18-10-2023,NEW ZEALAND,,,0,30,16,3.2,2,2,,,5,16,0.533333333,,0.033333333,1
bowl,Lucknow,v England,RA Jadeja (IND),29-10-2023,INDIA,,,0,42,16,2.28,2,1,,,7,16,0.380952381,,0.023809524,1
bowl,Pune,v New Zealand,K Rabada (SA),01-11-2023,SOUTH AFRICA,,,0,36,16,2.66,2,2,,,6,16,0.444444444,,0.027777778,1
bowl,Lucknow,v Australia,L Ngidi (SA),12-10-2023,SOUTH AFRICA,,,0,48,18,2.25,2,2,,,8,18,0.375,,0.020833333,1
bowl,Dharamsala,v Bangladesh,Fazalhaq Farooqi (AFG),07-10-2023,AFGHANISTAN,,,0,30,19,3.8,2,0,,,5,19,0.633333333,,0.033333333,1
bowl,Delhi,v Afghanistan,JE Root (ENG),15-10-2023,ENGLAND,,,0,24,19,4.75,1,0,,,4,19,0.791666667,,0.041666667,1
bowl,Pune,v Netherlands,CR Woakes (ENG),08-11-2023,ENGLAND,,,0,42,19,2.71,2,0,,,7,19,0.452380952,,0.023809524,1
bowl,Bengaluru,v New Zealand,PVD Chameera (SL),09-11-2023,SRI LANKA,,,0,24,20,5,2,1,,,4,20,0.833333333,,0.041666667,1
bowl,Bengaluru,v England,M Theekshana (SL),26-10-2023,SRI LANKA,,,0,50,21,2.52,1,1,,,8.2,21,0.42,,0.02,1
bowl,Delhi,v Netherlands,MA Starc (AUS),25-10-2023,AUSTRALIA,,,0,24,22,5.5,2,0,,,4,22,0.916666667,,0.041666667,1
bowl,Eden Gardens,v Bangladesh,CN Ackermann (NED),28-10-2023,NETHERLAND,,,0,42,25,3.57,2,1,,,7,25,0.595238095,,0.023809524,1
bowl,Lucknow,v Afghanistan,Saqib Zulfiqar (NED),03-11-2023,NETHERLAND,,,0,18,25,8.33,2,0,,,3,25,1.388888889,,0.055555556,1
bowl,Chennai,v Australia,Mohammed Siraj (IND),08-10-2023,INDIA,,,0,39,26,4,1,1,,,6.3,26,0.666666667,,0.025641026,1
bowl,Eden Gardens,v Bangladesh,A Dutt (NED),28-10-2023,NETHERLAND,,,0,60,26,2.6,2,3,,,10,26,0.433333333,,0.016666667,1
bowl,Wankhede,v England,KA Maharaj (SA),21-10-2023,SOUTH AFRICA,,,0,12,27,13.5,2,0,,,2,27,2.25,,0.083333333,1
bowl,Delhi,v Netherlands,JR Hazlewood (AUS),25-10-2023,AUSTRALIA,,,0,36,27,4.5,2,0,,,6,27,0.75,,0.027777778,1
bowl,Lucknow,v Afghanistan,RE van der Merwe (NED),03-11-2023,NETHERLAND,,,0,30,27,5.4,2,0,,,5,27,0.9,,0.033333333,1
bowl,Bengaluru,v Pakistan,TG Southee (NZ),04-11-2023,NEW ZEALAND,,,0,30,27,5.4,2,0,,,5,27,0.9,,0.033333333,1
bowl,Dharamsala,v Afghanistan,Mustafizur Rahman (BAN),07-10-2023,BANGLADESH,,,0,42,28,4,1,1,,,7,28,0.666666667,,0.023809524,1
bowl,Chennai,v Australia,HH Pandya (IND),08-10-2023,INDIA,,,0,18,28,9.33,1,0,,,3,28,1.555555556,,0.055555556,1
bowl,Dharamsala,v Bangladesh,MA Wood (ENG),10-10-2023,ENGLAND,,,0,60,29,2.9,2,0,,,10,29,0.483333333,,0.016666667,1
bowl,Hyderabad,v Pakistan,LV van Beek (NED),06-10-2023,NETHERLAND,,,0,36,30,5,1,0,,,6,30,0.833333333,,0.027777778,1
bowl,Eden Gardens,v Bangladesh,LV van Beek (NED),28-10-2023,NETHERLAND,,,0,54,30,3.33,2,1,,,9,30,0.555555556,,0.018518519,1
bowl,Lucknow,v Afghanistan,LV van Beek (NED),03-11-2023,NETHERLAND,,,0,42,30,4.28,2,0,,,7,30,0.714285714,,0.023809524,1
bowl,Eden Gardens,v India,KA Maharaj (SA),05-11-2023,SOUTH AFRICA,,,0,60,30,3,1,0,,,10,30,0.5,,0.016666667,1
bowl,Hyderabad,v Netherlands,Mohammad Nawaz (3) (PAK),06-10-2023,PAKISTAN,,,0,42,31,4.42,2,0,,,7,31,0.738095238,,0.023809524,1
bowl,Dharamsala,v Bangladesh,Naveen-ul-Haq (AFG),07-10-2023,AFGHANISTAN,,,0,34,31,5.47,2,0,,,5.4,31,0.911764706,,0.029411765,1
bowl,Chennai,v India,MA Starc (AUS),08-10-2023,AUSTRALIA,,,0,48,31,3.87,2,0,,,8,31,0.645833333,,0.020833333,1
bowl,Delhi,v Afghanistan,SN Thakur (IND),11-10-2023,INDIA,,,0,36,31,5.16,1,0,,,6,31,0.861111111,,0.027777778,1
bowl,Chennai,v Bangladesh,MJ Santner (NZ),13-10-2023,NEW ZEALAND,,,0,60,31,3.1,1,1,,,10,31,0.516666667,,0.016666667,1
bowl,Chennai,v Pakistan,Mohammad Nabi (AFG),23-10-2023,AFGHANISTAN,,,0,60,31,3.1,1,0,,,10,31,0.516666667,,0.016666667,1
bowl,Dharamsala,v Afghanistan,Taskin Ahmed (BAN),07-10-2023,BANGLADESH,,,0,36,32,5.33,1,0,,,6,32,0.888888889,,0.027777778,1
bowl,Wankhede,v Bangladesh,KA Maharaj (SA),24-10-2023,SOUTH AFRICA,,,0,60,32,3.2,2,0,,,10,32,0.533333333,,0.016666667,1
bowl,Dharamsala,v Australia,JDS Neesham (NZ),28-10-2023,NEW ZEALAND,,,0,12,32,16,1,0,,,2,32,2.666666667,,0.083333333,1
bowl,Delhi,v Afghanistan,LS Livingstone (ENG),15-10-2023,ENGLAND,,,0,60,33,3.3,1,0,,,10,33,0.55,,0.016666667,1
bowl,Chennai,v Australia,R Ashwin (IND),08-10-2023,INDIA,,,0,60,34,3.4,1,1,,,10,34,0.566666667,,0.016666667,1
bowl,Ahmedabad,v India,Hasan Ali (PAK),14-10-2023,PAKISTAN,,,0,36,34,5.66,2,0,,,6,34,0.944444444,,0.027777778,1
bowl,Chennai,v Afghanistan,R Ravindra (NZ),18-10-2023,NEW ZEALAND,,,0,30,34,6.8,2,0,,,5,34,1.133333333,,0.033333333,1
bowl,Ahmedabad,v England,MP Stoinis (AUS),04-11-2023,AUSTRALIA,,,0,24,34,8.5,2,0,,,4,34,1.416666667,,0.041666667,1
bowl,Chennai,v New Zealand,Mustafizur Rahman (BAN),13-10-2023,BANGLADESH,,,0,48,36,4.5,2,0,,,8,36,0.75,,0.020833333,1
bowl,Lucknow,v Sri Lanka,GJ Maxwell (AUS),16-10-2023,AUSTRALIA,,,0,57,36,3.78,1,0,,,9.3,36,0.631578947,,0.01754386,1
bowl,Ahmedabad,v Afghanistan,AL Phehlukwayo (SA),10-11-2023,SOUTH AFRICA,,,0,42,36,5.14,1,0,,,7,36,0.857142857,,0.023809524,1
bowl,Hyderabad,v Netherlands,Shaheen Shah Afridi (PAK),06-10-2023,PAKISTAN,,,0,42,37,5.28,2,0,,,7,37,0.880952381,,0.023809524,1
bowl,Bengaluru,v Pakistan,JR Hazlewood (AUS),20-10-2023,AUSTRALIA,,,0,60,37,3.7,2,1,,,10,37,0.616666667,,0.016666667,1
bowl,Dharamsala,v India,MJ Santner (NZ),22-10-2023,NEW ZEALAND,,,0,60,37,3.7,2,0,,,10,37,0.616666667,,0.016666667,1
bowl,Eden Gardens,v Netherlands,Shakib Al Hasan (BAN),28-10-2023,BANGLADESH,,,0,60,37,3.7,1,1,,,10,37,0.616666667,,0.016666667,1
bowl,Pune,v Sri Lanka,Azmatullah Omarzai (AFG),30-10-2023,AFGHANISTAN,,,0,42,37,5.28,1,0,,,7,37,0.880952381,,0.023809524,1
bowl,Dharamsala,v England,Taskin Ahmed (BAN),10-10-2023,BANGLADESH,,,0,36,38,6.33,1,0,,,6,38,1.055555556,,0.027777778,1
bowl,Dharamsala,v Netherlands,KA Maharaj (SA),17-10-2023,SOUTH AFRICA,,,0,54,38,4.22,1,0,,,9,38,0.703703704,,0.018518519,1
bowl,Wankhede,v England,K Rabada (SA),21-10-2023,SOUTH AFRICA,,,0,36,38,6.33,2,1,,,6,38,1.055555556,,0.027777778,1
bowl,Lucknow,v Sri Lanka,PA van Meekeren (NED),21-10-2023,NETHERLAND,,,0,48,39,4.87,2,1,,,8,39,0.8125,,0.020833333,1
bowl,Lucknow,v Sri Lanka,CN Ackermann (NED),21-10-2023,NETHERLAND,,,0,50,39,4.68,2,0,,,8.2,39,0.78,,0.02,1
bowl,Hyderabad,v Pakistan,PA van Meekeren (NED),06-10-2023,NETHERLAND,,,0,36,40,6.66,1,0,,,6,40,1.111111111,,0.027777778,1
bowl,Delhi,v Afghanistan,Kuldeep Yadav (IND),11-10-2023,INDIA,,,0,60,40,4,1,0,,,10,40,0.666666667,,0.016666667,1
bowl,Lucknow,v Netherlands,Mujeeb Ur Rahman (AFG),03-11-2023,AFGHANISTAN,,,0,60,40,4,1,0,,,10,40,0.666666667,,0.016666667,1
bowl,Dharamsala,v Bangladesh,AU Rashid (ENG),10-10-2023,ENGLAND,,,0,60,42,4.2,2,0,,,10,42,0.7,,0.016666667,1
bowl,Ahmedabad,v Australia,LS Livingstone (ENG),04-11-2023,ENGLAND,,,0,36,42,7,1,0,,,6,42,1.166666667,,0.027777778,1
bowl,Chennai,v New Zealand,Rashid Khan (AFG),18-10-2023,AFGHANISTAN,,,0,60,43,4.3,1,0,,,10,43,0.716666667,,0.016666667,1
bowl,Bengaluru,v New Zealand,M Theekshana (SL),09-11-2023,SRI LANKA,,,0,42,43,6.14,2,0,,,7,43,1.023809524,,0.023809524,1
bowl,Delhi,v England,Naveen-ul-Haq (AFG),15-10-2023,AFGHANISTAN,,,0,36,44,7.33,2,1,,,6,44,1.222222222,,0.027777778,1
bowl,Lucknow,v Netherlands,M Theekshana (SL),21-10-2023,SRI LANKA,,,0,60,44,4.4,1,0,,,10,44,0.733333333,,0.016666667,1
bowl,Chennai,v Afghanistan,Hasan Ali (PAK),23-10-2023,PAKISTAN,,,0,60,44,4.4,2,1,,,10,44,0.733333333,,0.016666667,1
bowl,Wankhede,v South Africa,Mehidy Hasan Miraz (BAN),24-10-2023,BANGLADESH,,,0,54,44,4.88,1,0,,,9,44,0.814814815,,0.018518519,1
bowl,Eden Gardens,v Bangladesh,Iftikhar Ahmed (PAK),31-10-2023,PAKISTAN,,,0,60,44,4.4,1,0,,,10,44,0.733333333,,0.016666667,1
bowl,Hyderabad,v Netherlands,Shadab Khan (PAK),06-10-2023,PAKISTAN,,,0,48,45,5.62,2,0,,,8,45,0.9375,,0.020833333,1
bowl,Dharamsala,v New Zealand,JJ Bumrah (IND),22-10-2023,INDIA,,,0,60,45,4.5,1,1,,,10,45,0.75,,0.016666667,1
bowl,Dharamsala,v New Zealand,Mohammed Siraj (IND),22-10-2023,INDIA,,,0,60,45,4.5,1,1,,,10,45,0.75,,0.016666667,1
bowl,Chennai,v Pakistan,L Ngidi (SA),27-10-2023,SOUTH AFRICA,,,0,46,45,5.86,1,0,,,7.4,45,0.97826087,,0.02173913,1
bowl,Hyderabad,v Netherlands,R Ravindra (NZ),09-10-2023,NEW ZEALAND,,,0,60,46,4.6,2,0,,,10,46,0.766666667,,0.016666667,1
bowl,Lucknow,v India,MA Wood (ENG),29-10-2023,ENGLAND,,,0,54,46,5.11,1,1,,,9,46,0.851851852,,0.018518519,1
bowl,Ahmedabad,v New Zealand,SM Curran (ENG),05-10-2023,ENGLAND,,,0,36,47,7.83,2,2,,,6,47,1.305555556,,0.027777778,1
bowl,Dharamsala,v Bangladesh,SM Curran (ENG),10-10-2023,ENGLAND,,,0,44,47,6.4,2,0,,,7.2,47,1.068181818,,0.022727273,1
bowl,Pune,v Bangladesh,Kuldeep Yadav (IND),19-10-2023,INDIA,,,0,60,47,4.7,1,0,,,10,47,0.783333333,,0.016666667,1
bowl,Ahmedabad,v England,TA Boult (NZ),05-10-2023,NEW ZEALAND,,,0,60,48,4.8,1,1,,,10,48,0.8,,0.016666667,1
bowl,Hyderabad,v Pakistan,A Dutt (NED),06-10-2023,NETHERLAND,,,0,60,48,4.8,1,0,,,10,48,0.8,,0.016666667,1
bowl,Pune,v Afghanistan,CAK Rajitha (SL),30-10-2023,SRI LANKA,,,0,60,48,4.8,2,0,,,10,48,0.8,,0.016666667,1
bowl,Ahmedabad,v Australia,DJ Willey (ENG),04-11-2023,ENGLAND,,,0,60,48,4.8,1,1,,,10,48,0.8,,0.016666667,1
bowl,Eden Gardens,v India,K Rabada (SA),05-11-2023,SOUTH AFRICA,,,0,60,48,4.8,1,1,,,10,48,0.8,,0.016666667,1
bowl,Delhi,v Sri Lanka,L Ngidi (SA),07-10-2023,SOUTH AFRICA,,,0,48,49,6.12,2,1,,,8,49,1.020833333,,0.020833333,1
bowl,Pune,v South Africa,TA Boult (NZ),01-11-2023,NEW ZEALAND,,,0,60,49,4.9,1,1,,,10,49,0.816666667,,0.016666667,1
bowl,Delhi,v Sri Lanka,Mehidy Hasan Miraz (BAN),06-11-2023,BANGLADESH,,,0,60,49,4.9,1,0,,,10,49,0.816666667,,0.016666667,1
bowl,Delhi,v England,Fazalhaq Farooqi (AFG),15-10-2023,AFGHANISTAN,,,0,42,50,7.14,2,0,,,7,50,1.19047619,,0.023809524,1
bowl,Chennai,v Pakistan,Azmatullah Omarzai (AFG),23-10-2023,AFGHANISTAN,,,0,30,50,10,1,0,,,5,50,1.666666667,,0.033333333,1
bowl,Pune,v Sri Lanka,Rashid Khan (AFG),30-10-2023,AFGHANISTAN,,,0,60,50,5,1,0,,,10,50,0.833333333,,0.016666667,1
bowl,Ahmedabad,v South Africa,Mujeeb Ur Rahman (AFG),10-11-2023,AFGHANISTAN,,,0,60,51,5.1,2,0,,,10,51,0.85,,0.016666667,1
bowl,Dharamsala,v England,Shakib Al Hasan (BAN),10-10-2023,BANGLADESH,,,0,60,52,5.2,1,0,,,10,52,0.866666667,,0.016666667,1
bowl,Delhi,v Afghanistan,RJW Topley (ENG),15-10-2023,ENGLAND,,,0,53,52,5.88,1,1,,,8.5,52,0.981132075,,0.018867925,1
bowl,Bengaluru,v Sri Lanka,TG Southee (NZ),09-11-2023,NEW ZEALAND,,,0,48,52,6.5,1,0,,,8,52,1.083333333,,0.020833333,1
bowl,Lucknow,v Australia,DN Wellalage (SL),16-10-2023,SRI LANKA,,,0,56,53,5.67,2,0,,,9.2,53,0.946428571,,0.017857143,1
bowl,Chennai,v New Zealand,Shakib Al Hasan (BAN),13-10-2023,BANGLADESH,,,0,60,54,5.4,2,0,,,10,54,0.9,,0.016666667,1
bowl,Hyderabad,v Sri Lanka,Shadab Khan (PAK),10-10-2023,PAKISTAN,,,0,48,55,6.87,1,0,,,8,55,1.145833333,,0.020833333,1
bowl,Dharamsala,v India,MJ Henry (NZ),22-10-2023,NEW ZEALAND,,,0,54,55,6.11,2,0,,,9,55,1.018518519,,0.018518519,1
bowl,Bengaluru,v New Zealand,Iftikhar Ahmed (PAK),04-11-2023,PAKISTAN,,,0,48,55,6.87,1,0,,,8,55,1.145833333,,0.020833333,1
